Número de viajeros;Edad_media_viajeros;cantidad de niños;País_origen;Ingreso Familiar;Motivo Viaje;Presupuesto Viaje;Fecha Viaje;País Destino;;;;;;;;;;;
3;36;4;México;2190;Otros;1218;06-04-21;Cuba;;;;;;;;;;;
3;42;4;México;2325;Ocio;1104;05-04-20;Estados Unidos;;;;;;;;;;;
2;38;2;Chile;3069;Ocio;2943;04-04-21;Colombia;;;;;;;;;;;
4;30;2;Chile;2841;Negocios;2199;01-04-21;Estados Unidos;;;;;;;;;;;
3;36;2;Chile;3051;Negocios;2881;02-04-21;Estados Unidos;;;;;;;;;;;
2;39;1;México;2289;Otros;1055;05-04-22;Canadá;;;;;;;;;;;
2;34;1;México;2127;Ocio;1448;20-01-20;Canadá;;;;;;;;;;;
1;36;3;España;2715;Negocios;1511;23-07-19;Estados Unidos;;;;;;;;;;;
3;40;3;México;2242;Negocios;1239;06-04-19;Cuba;;;;;;;;;;;
1;46;1;España;2724;Ocio;2872;02-04-19;Alemania;;;;;;;;;;;
1;44;3;México;2289;Negocios;1111;06-04-22;Estados Unidos;;;;;;;;;;;
3;47;3;México;2304;Ocio;1443;18-02-20;Canadá;;;;;;;;;;;
4;48;2;México;2025;Negocios;1284;15-01-22;España;;;;;;;;;;;
4;41;2;México;2419;Negocios;1052;06-01-22;Colombia;;;;;;;;;;;
3;50;4;España;2654;Otros;2326;27-08-22;Francia;;;;;;;;;;;
4;47;4;Chile;3068;Negocios;1595;02-04-22;Estados Unidos;;;;;;;;;;;
4;50;1;México;2308;Otros;1182;04-03-20;España;;;;;;;;;;;
3;43;1;España;2773;Otros;2227;08-07-21;Francia;;;;;;;;;;;
4;37;2;España;2498;Otros;2653;04-04-21;Alemania;;;;;;;;;;;
2;39;1;Chile;2555;Negocios;2968;27-12-21;Estados Unidos;;;;;;;;;;;
4;42;1;España;2676;Otros;1861;05-04-20;Alemania;;;;;;;;;;;
2;40;2;Chile;3189;Ocio;2097;06-04-22;Brasil;;;;;;;;;;;
3;35;2;España;2659;Ocio;1036;01-04-20;Francia;;;;;;;;;;;
3;41;4;México;2142;Otros;1140;02-04-20;Estados Unidos;;;;;;;;;;;
2;35;2;España;2807;Negocios;2276;16-09-22;Reino Unido;;;;;;;;;;;
3;35;4;España;2616;Ocio;2886;07-04-19;Estados Unidos;;;;;;;;;;;
3;42;4;México;2281;Negocios;1141;16-01-23;España;;;;;;;;;;;
1;50;3;México;2365;Negocios;1156;04-04-21;Canadá;;;;;;;;;;;
3;30;3;México;2406;Ocio;1170;14-02-20;España;;;;;;;;;;;
4;30;3;España;2562;Negocios;1277;01-04-20;Reino Unido;;;;;;;;;;;
2;30;4;México;2323;Ocio;1351;21-12-20;Estados Unidos;;;;;;;;;;;
2;46;4;España;2622;Ocio;2206;02-04-20;Suiza;;;;;;;;;;;
4;44;2;España;2708;Otros;2584;19-07-22;Francia;;;;;;;;;;;
2;39;3;España;2601;Otros;1786;03-04-22;Suiza;;;;;;;;;;;
4;47;2;Chile;3182;Otros;2905;03-04-19;Brasil;;;;;;;;;;;
3;33;3;Chile;3049;Otros;2390;04-04-22;Perú;;;;;;;;;;;
4;34;1;México;2288;Ocio;1414;03-01-21;Colombia;;;;;;;;;;;
2;40;2;Chile;2611;Negocios;2984;13-02-20;Brasil;;;;;;;;;;;
3;49;2;Chile;2868;Negocios;1545;19-01-23;Argentina;;;;;;;;;;;
4;34;2;España;2457;Otros;2247;18-08-19;Estados Unidos;;;;;;;;;;;
2;30;4;México;2056;Negocios;1387;04-03-22;España;;;;;;;;;;;
2;39;4;México;2360;Otros;1349;01-04-19;Colombia;;;;;;;;;;;
4;31;1;España;2601;Ocio;1908;10-07-22;Estados Unidos;;;;;;;;;;;
3;32;2;España;2725;Negocios;1336;27-06-20;Estados Unidos;;;;;;;;;;;
4;35;4;España;2813;Negocios;2256;15-09-22;Suiza;;;;;;;;;;;
2;37;3;España;2554;Otros;2259;29-07-22;Francia;;;;;;;;;;;
2;33;2;México;2242;Negocios;1200;07-04-20;España;;;;;;;;;;;
3;42;4;España;2489;Ocio;1640;05-04-22;Suiza;;;;;;;;;;;
2;42;1;Chile;3090;Negocios;2221;19-02-22;Perú;;;;;;;;;;;
2;36;1;México;2194;Otros;1177;02-04-21;Estados Unidos;;;;;;;;;;;
4;38;3;España;2695;Ocio;1669;07-04-19;Alemania;;;;;;;;;;;
3;40;1;España;2780;Ocio;2050;04-04-21;Reino Unido;;;;;;;;;;;
3;45;2;México;2066;Ocio;1091;05-04-20;Cuba;;;;;;;;;;;
1;41;1;España;2536;Negocios;1508;06-04-19;Reino Unido;;;;;;;;;;;
2;46;3;México;2339;Ocio;1394;07-04-22;Colombia;;;;;;;;;;;
3;50;3;Chile;2949;Negocios;2346;31-12-21;Argentina;;;;;;;;;;;
1;31;3;Chile;2616;Negocios;1903;07-04-22;Perú;;;;;;;;;;;
2;37;1;Chile;2629;Ocio;1697;04-04-22;Brasil;;;;;;;;;;;
1;43;3;España;2456;Ocio;1807;09-08-22;Suiza;;;;;;;;;;;
2;35;4;México;2330;Ocio;1396;01-04-20;Canadá;;;;;;;;;;;
2;36;2;México;2013;Ocio;1066;03-04-21;Estados Unidos;;;;;;;;;;;
3;34;2;Chile;2675;Negocios;1610;18-02-22;Estados Unidos;;;;;;;;;;;
4;32;1;Chile;2802;Otros;1861;25-01-23;Argentina;;;;;;;;;;;
3;40;2;México;2272;Negocios;1309;12-02-20;España;;;;;;;;;;;
1;49;3;Chile;3024;Negocios;2164;13-02-22;Estados Unidos;;;;;;;;;;;
2;45;2;Chile;2777;Otros;2338;02-04-21;Colombia;;;;;;;;;;;
3;44;1;España;2816;Ocio;1629;01-04-21;Reino Unido;;;;;;;;;;;
3;30;4;México;2408;Otros;1119;05-04-21;Cuba;;;;;;;;;;;
2;32;1;México;2234;Ocio;1411;22-01-21;Canadá;;;;;;;;;;;
4;30;2;Chile;3074;Negocios;2722;03-03-22;Brasil;;;;;;;;;;;
2;40;4;México;2220;Negocios;1197;07-04-20;España;;;;;;;;;;;
3;44;3;Chile;2628;Negocios;2445;27-01-21;Argentina;;;;;;;;;;;
1;46;3;México;2070;Negocios;1381;12-03-20;Canadá;;;;;;;;;;;
1;30;1;México;2327;Ocio;1215;18-01-20;Canadá;;;;;;;;;;;
3;33;4;Chile;3085;Negocios;1574;03-02-23;Perú;;;;;;;;;;;
2;43;3;España;2649;Negocios;2548;04-04-22;Francia;;;;;;;;;;;
4;35;3;Chile;2681;Otros;2702;16-01-23;Colombia;;;;;;;;;;;
4;44;3;México;2234;Otros;1108;06-04-20;Estados Unidos;;;;;;;;;;;
4;43;2;España;2756;Otros;2906;03-09-20;Francia;;;;;;;;;;;
1;30;4;México;2096;Otros;1072;04-04-19;España;;;;;;;;;;;
1;34;2;México;2139;Negocios;1470;01-04-21;Colombia;;;;;;;;;;;
1;41;4;México;2286;Otros;1156;01-04-19;Canadá;;;;;;;;;;;
4;45;1;España;2772;Negocios;1837;27-07-22;Suiza;;;;;;;;;;;
1;41;3;Chile;2989;Negocios;2173;05-04-22;Colombia;;;;;;;;;;;
1;38;1;Chile;2933;Ocio;1980;09-03-21;Perú;;;;;;;;;;;
1;40;3;Chile;2812;Ocio;2311;18-03-22;Estados Unidos;;;;;;;;;;;
3;33;3;España;2788;Negocios;1410;06-04-21;Francia;;;;;;;;;;;
1;40;1;México;2383;Otros;1299;09-02-23;Colombia;;;;;;;;;;;
1;49;2;España;2771;Otros;1281;01-04-20;Alemania;;;;;;;;;;;
4;49;4;Chile;2869;Negocios;1541;06-04-21;Colombia;;;;;;;;;;;
1;46;2;México;2142;Ocio;1280;04-04-22;Estados Unidos;;;;;;;;;;;
4;42;1;Chile;3172;Negocios;2931;08-03-21;Argentina;;;;;;;;;;;
4;35;3;Chile;3107;Negocios;2751;19-01-23;Colombia;;;;;;;;;;;
3;48;4;España;2498;Negocios;1112;22-08-19;Reino Unido;;;;;;;;;;;
2;30;4;España;2748;Ocio;2032;21-08-21;Estados Unidos;;;;;;;;;;;
1;49;1;Chile;2763;Negocios;2713;14-03-21;Perú;;;;;;;;;;;
2;37;3;España;2752;Ocio;1968;02-07-20;Francia;;;;;;;;;;;
3;45;2;España;2547;Otros;1346;06-04-20;Reino Unido;;;;;;;;;;;
1;45;3;Chile;2890;Negocios;2160;23-01-23;Perú;;;;;;;;;;;
1;33;3;México;2004;Negocios;1060;02-04-19;España;;;;;;;;;;;
3;50;2;México;2093;Otros;1250;11-03-21;Estados Unidos;;;;;;;;;;;
3;47;3;España;2806;Negocios;2107;01-04-22;Reino Unido;;;;;;;;;;;
1;31;1;España;2635;Otros;2656;03-04-22;Estados Unidos;;;;;;;;;;;
1;46;1;Chile;2868;Negocios;2241;06-04-20;Perú;;;;;;;;;;;
4;36;1;España;2452;Ocio;2081;04-04-20;Estados Unidos;;;;;;;;;;;
2;45;1;España;2536;Negocios;2213;27-07-20;Suiza;;;;;;;;;;;
2;46;1;Chile;2841;Ocio;2030;27-01-20;Estados Unidos;;;;;;;;;;;
1;49;3;España;2472;Otros;1841;16-08-21;Estados Unidos;;;;;;;;;;;
4;47;4;Chile;2915;Otros;2520;03-04-19;Colombia;;;;;;;;;;;
4;38;3;Chile;3204;Otros;2755;07-04-22;Brasil;;;;;;;;;;;
2;42;2;España;2615;Ocio;1324;28-08-22;Reino Unido;;;;;;;;;;;
4;35;4;España;2670;Otros;2517;06-04-20;Reino Unido;;;;;;;;;;;
4;37;2;España;2675;Ocio;2672;21-07-21;Alemania;;;;;;;;;;;
4;43;1;Chile;2704;Ocio;2929;19-01-23;Estados Unidos;;;;;;;;;;;
4;32;3;España;2578;Negocios;1844;07-04-20;Reino Unido;;;;;;;;;;;
3;34;2;Chile;2724;Otros;2202;06-04-22;Perú;;;;;;;;;;;
3;40;1;México;2306;Negocios;1219;28-01-23;España;;;;;;;;;;;
2;33;1;México;2280;Ocio;1112;28-12-19;Canadá;;;;;;;;;;;
1;45;1;España;2464;Ocio;1234;13-07-19;Alemania;;;;;;;;;;;
4;33;3;España;2702;Negocios;2195;19-08-21;Alemania;;;;;;;;;;;
2;34;4;México;2268;Negocios;1174;06-04-19;Cuba;;;;;;;;;;;
1;38;2;Chile;2713;Otros;1650;21-12-19;Brasil;;;;;;;;;;;
3;45;3;Chile;2674;Otros;1645;01-04-22;Brasil;;;;;;;;;;;
1;41;4;Chile;2753;Ocio;2273;13-02-21;Brasil;;;;;;;;;;;
2;45;2;México;2081;Ocio;1019;30-01-23;Colombia;;;;;;;;;;;
3;48;3;Chile;2788;Otros;1581;22-12-21;Estados Unidos;;;;;;;;;;;
1;30;3;México;2058;Otros;1185;26-12-21;España;;;;;;;;;;;
2;35;3;Chile;3215;Negocios;2096;18-01-23;Brasil;;;;;;;;;;;
3;40;3;España;2586;Negocios;1016;03-04-22;Francia;;;;;;;;;;;
4;47;2;Chile;3154;Ocio;2560;02-04-21;Estados Unidos;;;;;;;;;;;
4;43;4;España;2483;Otros;2314;07-04-20;Alemania;;;;;;;;;;;
4;34;4;México;2388;Otros;1479;06-04-22;Estados Unidos;;;;;;;;;;;
4;46;2;México;2229;Ocio;1228;05-04-22;Estados Unidos;;;;;;;;;;;
3;47;4;Chile;3122;Negocios;1763;02-04-20;Perú;;;;;;;;;;;
3;48;1;México;2231;Negocios;1089;06-04-21;Estados Unidos;;;;;;;;;;;
2;42;4;Chile;2928;Negocios;2152;07-04-19;Colombia;;;;;;;;;;;
2;30;3;Chile;2553;Otros;1801;07-04-20;Colombia;;;;;;;;;;;
4;30;4;México;2419;Otros;1346;05-04-22;Estados Unidos;;;;;;;;;;;
1;41;2;Chile;3158;Negocios;2563;19-02-21;Brasil;;;;;;;;;;;
3;44;3;España;2553;Negocios;2656;07-04-19;Francia;;;;;;;;;;;
3;49;4;México;2375;Negocios;1430;01-04-22;Cuba;;;;;;;;;;;
2;37;1;Chile;3084;Negocios;2184;06-04-21;Perú;;;;;;;;;;;
3;34;2;México;2219;Negocios;1437;07-04-22;Cuba;;;;;;;;;;;
1;38;2;México;2298;Otros;1189;28-02-23;Colombia;;;;;;;;;;;
1;38;3;España;2454;Otros;1525;27-06-19;Estados Unidos;;;;;;;;;;;
1;30;3;España;2771;Otros;2491;02-04-21;Suiza;;;;;;;;;;;
1;35;2;México;2296;Ocio;1344;18-03-21;Estados Unidos;;;;;;;;;;;
2;31;4;Chile;3004;Negocios;1953;03-03-22;Brasil;;;;;;;;;;;
1;50;4;Chile;2826;Ocio;1692;02-04-21;Brasil;;;;;;;;;;;
3;38;1;Chile;2702;Ocio;1915;01-04-21;Estados Unidos;;;;;;;;;;;
4;43;1;España;2545;Otros;1732;03-04-19;Alemania;;;;;;;;;;;
4;33;2;México;2188;Otros;1392;01-02-23;Canadá;;;;;;;;;;;
4;39;3;España;2709;Negocios;2970;06-04-22;Reino Unido;;;;;;;;;;;
1;31;2;México;2059;Ocio;1409;13-02-20;Cuba;;;;;;;;;;;
3;35;4;Chile;2668;Ocio;2036;27-02-20;Argentina;;;;;;;;;;;
4;45;2;Chile;3124;Otros;1795;07-04-20;Estados Unidos;;;;;;;;;;;
4;45;3;Chile;3183;Otros;2011;22-02-22;Estados Unidos;;;;;;;;;;;
2;30;1;México;2033;Ocio;1018;06-02-21;España;;;;;;;;;;;
4;36;4;México;2195;Ocio;1324;28-02-22;Canadá;;;;;;;;;;;
1;40;2;Chile;2634;Otros;2402;06-03-23;Perú;;;;;;;;;;;
2;47;1;España;2711;Ocio;1220;25-08-19;Alemania;;;;;;;;;;;
1;36;1;Chile;3201;Negocios;2440;01-04-22;Estados Unidos;;;;;;;;;;;
3;33;2;México;2143;Ocio;1154;04-04-21;Estados Unidos;;;;;;;;;;;
1;45;1;España;2667;Ocio;1937;07-09-22;Francia;;;;;;;;;;;
4;39;3;España;2573;Ocio;1561;06-04-22;Suiza;;;;;;;;;;;
1;46;1;España;2699;Ocio;2300;06-07-22;Reino Unido;;;;;;;;;;;
2;34;4;Chile;3028;Otros;1930;04-04-21;Estados Unidos;;;;;;;;;;;
3;35;1;España;2766;Ocio;2341;25-08-21;Reino Unido;;;;;;;;;;;
1;39;1;Chile;2885;Ocio;2755;07-03-23;Brasil;;;;;;;;;;;
1;34;1;Chile;3020;Otros;1736;26-01-22;Colombia;;;;;;;;;;;
4;34;1;Chile;3096;Otros;2190;20-03-23;Perú;;;;;;;;;;;
2;38;4;México;2069;Ocio;1357;27-12-21;Canadá;;;;;;;;;;;
2;42;2;Chile;2562;Otros;2900;20-01-23;Brasil;;;;;;;;;;;
4;38;3;España;2533;Otros;1088;26-07-22;Francia;;;;;;;;;;;
4;44;1;España;2490;Negocios;2856;03-08-20;Francia;;;;;;;;;;;
4;40;2;México;2422;Negocios;1110;25-01-20;Estados Unidos;;;;;;;;;;;
1;48;4;México;2376;Negocios;1157;05-04-22;Canadá;;;;;;;;;;;
3;50;4;Chile;2750;Otros;1739;07-04-20;Perú;;;;;;;;;;;
2;47;4;Chile;2873;Otros;2341;31-01-22;Colombia;;;;;;;;;;;
1;43;2;México;2378;Negocios;1335;01-04-20;Canadá;;;;;;;;;;;
3;48;4;México;2225;Otros;1494;16-01-21;Canadá;;;;;;;;;;;
2;31;1;México;2147;Otros;1333;17-02-21;Colombia;;;;;;;;;;;
1;32;2;México;2286;Ocio;1398;02-04-21;España;;;;;;;;;;;
1;41;1;Chile;2969;Otros;2060;01-04-20;Perú;;;;;;;;;;;
1;32;3;España;2615;Negocios;1287;05-08-19;Alemania;;;;;;;;;;;
3;36;1;Chile;3138;Ocio;2471;09-03-23;Estados Unidos;;;;;;;;;;;
1;30;2;Chile;3151;Otros;2528;03-04-20;Colombia;;;;;;;;;;;
3;44;3;Chile;2924;Ocio;2575;16-01-20;Colombia;;;;;;;;;;;
1;34;4;España;2799;Ocio;1667;26-06-21;Alemania;;;;;;;;;;;
3;33;1;Chile;2897;Negocios;2961;01-04-21;Colombia;;;;;;;;;;;
2;31;4;México;2370;Ocio;1096;23-12-19;España;;;;;;;;;;;
1;45;2;España;2518;Ocio;2279;13-08-20;Francia;;;;;;;;;;;
3;47;1;Chile;2667;Negocios;2826;23-02-21;Perú;;;;;;;;;;;
2;42;1;México;2082;Negocios;1201;04-04-22;España;;;;;;;;;;;
4;50;2;México;2357;Ocio;1369;07-03-23;Estados Unidos;;;;;;;;;;;
3;37;2;México;2017;Ocio;1186;01-04-22;España;;;;;;;;;;;
2;30;3;México;2199;Negocios;1285;01-04-22;España;;;;;;;;;;;
2;42;2;México;2275;Negocios;1473;22-02-20;Canadá;;;;;;;;;;;
4;33;4;México;2053;Otros;1500;17-02-23;Canadá;;;;;;;;;;;
3;48;4;España;2750;Ocio;1840;30-07-21;Suiza;;;;;;;;;;;
2;50;3;Chile;3110;Ocio;2313;05-04-19;Brasil;;;;;;;;;;;
4;42;4;España;2499;Otros;1941;01-04-19;Suiza;;;;;;;;;;;
4;40;1;España;2727;Negocios;2902;01-04-19;Estados Unidos;;;;;;;;;;;
2;45;3;España;2699;Ocio;2594;18-08-21;Francia;;;;;;;;;;;
1;44;4;México;2358;Ocio;1247;10-01-23;Cuba;;;;;;;;;;;
1;37;3;España;2628;Otros;2141;22-07-20;Francia;;;;;;;;;;;
3;36;4;México;2147;Otros;1086;05-04-20;Canadá;;;;;;;;;;;
1;44;1;España;2792;Negocios;2017;06-04-19;Reino Unido;;;;;;;;;;;
3;35;4;México;2230;Otros;1041;05-04-22;España;;;;;;;;;;;
1;48;3;México;2103;Otros;1332;01-04-20;Cuba;;;;;;;;;;;
2;41;1;España;2571;Ocio;1768;01-04-20;Alemania;;;;;;;;;;;
4;43;1;Chile;3104;Ocio;1935;03-04-20;Brasil;;;;;;;;;;;
4;32;4;México;2380;Otros;1303;08-02-23;España;;;;;;;;;;;
3;50;2;México;2092;Otros;1179;01-03-22;Estados Unidos;;;;;;;;;;;
2;38;3;México;2151;Otros;1125;08-01-21;Canadá;;;;;;;;;;;
3;38;4;México;2309;Negocios;1294;05-04-19;Estados Unidos;;;;;;;;;;;
2;43;1;España;2526;Ocio;2839;13-07-22;Alemania;;;;;;;;;;;
3;39;2;España;2518;Negocios;1120;07-07-19;Francia;;;;;;;;;;;
3;45;1;México;2406;Negocios;1212;05-04-21;Canadá;;;;;;;;;;;
2;30;4;España;2590;Negocios;2587;28-07-19;Francia;;;;;;;;;;;
2;34;4;Chile;2571;Negocios;2416;02-02-20;Argentina;;;;;;;;;;;
4;33;3;España;2780;Negocios;2664;03-04-20;Reino Unido;;;;;;;;;;;
4;42;1;Chile;2846;Ocio;2772;01-04-21;Argentina;;;;;;;;;;;
3;32;1;Chile;2977;Otros;2596;05-04-19;Estados Unidos;;;;;;;;;;;
2;49;4;España;2493;Negocios;1843;06-04-21;Francia;;;;;;;;;;;
4;49;4;Chile;2739;Ocio;2254;11-03-20;Estados Unidos;;;;;;;;;;;
3;46;3;México;2074;Ocio;1145;14-02-20;Colombia;;;;;;;;;;;
2;42;3;España;2534;Negocios;1776;01-04-22;Suiza;;;;;;;;;;;
1;39;2;México;2329;Negocios;1459;06-02-23;Colombia;;;;;;;;;;;
3;31;3;España;2808;Otros;1057;05-04-19;Suiza;;;;;;;;;;;
4;31;2;México;2370;Ocio;1078;06-02-20;España;;;;;;;;;;;
2;40;4;Chile;3156;Otros;2854;01-01-22;Brasil;;;;;;;;;;;
4;32;2;Chile;2788;Otros;2117;23-02-20;Brasil;;;;;;;;;;;
2;41;2;España;2816;Otros;1200;06-04-22;Estados Unidos;;;;;;;;;;;
2;32;2;México;2130;Ocio;1263;23-02-22;Canadá;;;;;;;;;;;
3;35;1;México;2341;Negocios;1398;02-04-20;Cuba;;;;;;;;;;;
3;35;1;México;2065;Negocios;1067;05-04-22;Cuba;;;;;;;;;;;
4;31;3;España;2739;Otros;1006;05-04-21;Suiza;;;;;;;;;;;
1;36;3;México;2129;Ocio;1224;04-03-21;Canadá;;;;;;;;;;;
3;31;3;Chile;2551;Negocios;2187;01-04-20;Perú;;;;;;;;;;;
1;50;1;Chile;2779;Otros;2495;04-04-21;Brasil;;;;;;;;;;;
3;31;3;España;2601;Negocios;2455;07-04-22;Francia;;;;;;;;;;;
3;33;1;España;2752;Ocio;2002;28-07-20;Estados Unidos;;;;;;;;;;;
3;42;1;México;2213;Ocio;1441;05-01-22;España;;;;;;;;;;;
2;43;2;España;2575;Ocio;2159;07-04-21;Reino Unido;;;;;;;;;;;
3;30;4;España;2471;Otros;1651;17-07-19;Alemania;;;;;;;;;;;
3;44;4;México;2177;Otros;1287;04-02-22;Canadá;;;;;;;;;;;
3;47;1;Chile;2671;Ocio;2465;13-01-22;Perú;;;;;;;;;;;
1;41;3;México;2140;Negocios;1202;04-04-22;Canadá;;;;;;;;;;;
1;46;1;España;2735;Negocios;2048;06-04-20;Alemania;;;;;;;;;;;
4;33;1;México;2389;Otros;1460;02-04-22;Canadá;;;;;;;;;;;
4;37;3;Chile;2740;Negocios;1718;05-03-23;Argentina;;;;;;;;;;;
3;42;3;España;2468;Negocios;2533;07-04-19;Reino Unido;;;;;;;;;;;
1;47;2;Chile;2833;Otros;2372;01-02-22;Estados Unidos;;;;;;;;;;;
1;31;3;Chile;2750;Negocios;2185;25-12-20;Colombia;;;;;;;;;;;
2;45;3;España;2803;Ocio;1187;01-04-20;Reino Unido;;;;;;;;;;;
2;43;2;España;2774;Negocios;2637;04-08-21;Reino Unido;;;;;;;;;;;
1;46;3;México;2413;Ocio;1198;17-02-21;Estados Unidos;;;;;;;;;;;
4;38;3;México;2412;Otros;1154;07-02-20;Estados Unidos;;;;;;;;;;;
2;32;3;España;2494;Otros;1467;03-04-21;Reino Unido;;;;;;;;;;;
2;43;1;España;2481;Negocios;2833;04-07-19;Alemania;;;;;;;;;;;
4;32;4;México;2381;Otros;1436;11-03-21;España;;;;;;;;;;;
1;31;4;España;2456;Ocio;2210;03-04-21;Suiza;;;;;;;;;;;
3;35;4;México;2260;Ocio;1168;07-04-19;Estados Unidos;;;;;;;;;;;
2;37;1;Chile;2821;Ocio;2306;05-04-22;Brasil;;;;;;;;;;;
2;38;2;España;2816;Negocios;2031;10-07-20;Suiza;;;;;;;;;;;
4;46;4;España;2476;Otros;2052;10-08-22;Francia;;;;;;;;;;;
2;41;3;España;2627;Negocios;1861;25-07-19;Alemania;;;;;;;;;;;
1;35;2;España;2756;Otros;1905;05-04-19;Suiza;;;;;;;;;;;
4;38;4;México;2149;Negocios;1155;07-04-20;España;;;;;;;;;;;
2;46;1;Chile;2601;Ocio;2403;01-04-20;Brasil;;;;;;;;;;;
2;44;3;Chile;3003;Otros;1933;02-04-19;Brasil;;;;;;;;;;;
1;41;4;España;2686;Otros;1298;05-04-19;Francia;;;;;;;;;;;
2;48;4;Chile;2901;Negocios;2728;25-02-22;Estados Unidos;;;;;;;;;;;
2;39;2;Chile;2914;Otros;1885;03-04-22;Estados Unidos;;;;;;;;;;;
3;31;3;España;2765;Ocio;1322;29-06-19;Estados Unidos;;;;;;;;;;;
3;40;1;México;2316;Negocios;1251;07-02-23;Canadá;;;;;;;;;;;
3;50;3;México;2042;Negocios;1268;07-04-19;Canadá;;;;;;;;;;;
4;34;4;España;2797;Negocios;2216;21-07-19;Estados Unidos;;;;;;;;;;;
3;48;3;España;2629;Otros;2519;07-04-19;Estados Unidos;;;;;;;;;;;
2;35;1;Chile;2645;Ocio;2542;07-04-21;Estados Unidos;;;;;;;;;;;
3;45;2;México;2156;Negocios;1254;02-04-20;España;;;;;;;;;;;
1;30;1;México;2162;Otros;1257;07-04-19;España;;;;;;;;;;;
4;35;3;Chile;2714;Otros;2238;04-01-23;Estados Unidos;;;;;;;;;;;
3;39;3;España;2761;Ocio;1787;03-04-22;Alemania;;;;;;;;;;;
3;31;3;Chile;2768;Negocios;1784;01-04-21;Colombia;;;;;;;;;;;
4;44;4;Chile;2899;Otros;2797;02-04-19;Brasil;;;;;;;;;;;
2;43;2;España;2673;Otros;2894;01-04-19;Reino Unido;;;;;;;;;;;
2;38;3;México;2344;Ocio;1083;06-01-20;Canadá;;;;;;;;;;;
2;38;1;México;2407;Otros;1276;29-12-22;Estados Unidos;;;;;;;;;;;
3;40;3;México;2334;Negocios;1068;03-04-22;Colombia;;;;;;;;;;;
3;40;1;España;2703;Negocios;2257;06-08-22;Francia;;;;;;;;;;;
2;43;3;España;2548;Negocios;1320;11-09-19;Estados Unidos;;;;;;;;;;;
3;40;4;España;2673;Otros;1879;15-07-20;Alemania;;;;;;;;;;;
4;38;2;Chile;3012;Ocio;1781;02-04-19;Perú;;;;;;;;;;;
4;34;2;España;2590;Negocios;2881;06-04-20;Francia;;;;;;;;;;;
4;33;2;España;2571;Ocio;1027;06-04-21;Francia;;;;;;;;;;;
2;40;3;Chile;3121;Otros;1777;01-02-22;Colombia;;;;;;;;;;;
1;35;1;España;2689;Ocio;1596;20-07-19;Francia;;;;;;;;;;;
4;35;4;España;2711;Ocio;1838;06-04-20;Alemania;;;;;;;;;;;
3;43;4;España;2708;Ocio;1076;01-04-21;Reino Unido;;;;;;;;;;;
3;34;1;México;2169;Otros;1232;02-04-21;Colombia;;;;;;;;;;;
3;31;2;México;2331;Otros;1237;04-04-19;Estados Unidos;;;;;;;;;;;
2;44;4;Chile;2830;Ocio;1829;04-04-22;Colombia;;;;;;;;;;;
4;37;2;México;2332;Negocios;1317;04-04-21;Canadá;;;;;;;;;;;
2;43;3;México;2132;Otros;1203;11-03-23;Cuba;;;;;;;;;;;
4;30;4;México;2043;Otros;1497;04-04-20;España;;;;;;;;;;;
2;45;1;México;2372;Negocios;1426;06-04-22;Colombia;;;;;;;;;;;
4;42;2;España;2787;Ocio;2933;11-07-21;Estados Unidos;;;;;;;;;;;
1;45;2;México;2237;Ocio;1478;06-04-22;Estados Unidos;;;;;;;;;;;
2;34;4;Chile;2570;Otros;1798;11-03-20;Perú;;;;;;;;;;;
3;45;4;México;2041;Negocios;1077;07-03-20;Cuba;;;;;;;;;;;
4;35;1;España;2451;Ocio;2764;04-09-22;Reino Unido;;;;;;;;;;;
1;42;1;Chile;3001;Otros;2220;21-02-23;Brasil;;;;;;;;;;;
2;30;1;México;2411;Otros;1275;04-04-19;España;;;;;;;;;;;
2;37;3;Chile;2704;Negocios;2327;07-04-22;Estados Unidos;;;;;;;;;;;
3;43;3;España;2543;Ocio;1172;07-04-22;Suiza;;;;;;;;;;;
3;43;1;México;2354;Otros;1314;01-04-20;España;;;;;;;;;;;
2;44;1;Chile;2687;Ocio;2871;10-03-20;Brasil;;;;;;;;;;;
4;50;2;Chile;2586;Ocio;2264;21-02-20;Perú;;;;;;;;;;;
1;44;4;México;2097;Otros;1281;03-04-21;Cuba;;;;;;;;;;;
2;32;3;Chile;3189;Negocios;2157;04-04-21;Estados Unidos;;;;;;;;;;;
4;45;1;México;2095;Otros;1059;27-02-22;Colombia;;;;;;;;;;;
1;36;3;España;2778;Ocio;1583;02-04-21;Estados Unidos;;;;;;;;;;;
3;37;1;Chile;2650;Negocios;1865;06-04-21;Brasil;;;;;;;;;;;
4;31;4;España;2576;Otros;2408;05-04-21;Suiza;;;;;;;;;;;
3;36;3;España;2809;Negocios;2496;04-08-22;Alemania;;;;;;;;;;;
3;39;1;México;2300;Ocio;1467;07-04-22;España;;;;;;;;;;;
1;50;1;Chile;2861;Otros;2903;06-04-20;Colombia;;;;;;;;;;;
4;34;3;España;2558;Otros;2153;07-04-21;Alemania;;;;;;;;;;;
4;34;2;México;2268;Negocios;1092;26-02-21;Canadá;;;;;;;;;;;
4;48;4;Chile;2845;Otros;2219;13-03-21;Colombia;;;;;;;;;;;
1;38;2;Chile;2958;Ocio;2230;25-12-22;Argentina;;;;;;;;;;;
1;36;4;Chile;2644;Negocios;2142;22-01-23;Argentina;;;;;;;;;;;
